SALES_ITEM_SK,SALES_ITEM_KEY,SALES_ITEM_DESC,SALES_ITEM_NM,SALES_ITEM_CATEGORY,PRODUCT_ITEM_NAME,PRODUCT_TYPE,MENU_TYPE,BUNDLE_TYPE,EVENT,DISCONTINUED_DATE,MODIFIED_TS,MEAT_BLOCK_FK,DIM_MARKET_FK
6186,920448,HDD Feast (Zone A) - 8 Spicy Lime HDD - 8 pcs Chicken (Original Recipe / Hot & Crispy) - 3 med Whipped Potato (open for Sides trade-up/change) - 4 med Pepsi Black (open for Drinks trade-up/change),8pcs (Spicy Lime Hot Devil Drumlets) + 8pcs (COB) Feast,Chicken-on-bone,Spicy Lime Hot Devil Drumlets,LTO,LTO: New Product Launch,Group Meal,Unknown,NULL,52:44.5,21,1
6187,920340,Zinger & Tenders Bundle - 2 Zinger - 5 Hot & Crispy Tenders (w/ 2 dipping sauces),2 Zinger + 5pcs Tenders Bundle,Portables,Zinger Burger,Permanent,LTO: Disruptive Value,Ala Carte,Unknown,NULL,31:08.4,13,1
6188,920444,HDD Zinger Box (Zone A) - 2 pcs Spicy Lime HDD - 1 Zinger - 1 reg Fries - 1 reg Whipped Potato - 1 med Pepsi Black,2pcs (Spicy Lime Hot Devil Drumlets) + 1 Zinger Box,Chicken-on-bone,Spicy Lime Hot Devil Drumlets,LTO,LTO: New Product Launch,Box Meal,Unknown,NULL,52:44.5,21,1
6189,920502,1 Colonel Burger (Plain) 1 Reg Whipped Potato 1 Pkt Apple Juice ,[Catering] 1 Colonel Burger Meal,Portables,Colonel Burger,Permanent,Catering,Individual Meal,Unknown,NULL,47:07.4,15,1
6190,920503,Catering menu,Catering menu,Unknown,Unknown,Unknown,Catering,Unknown,Unknown,NULL,53:55.1,1,1
6191,920501,2 Pcs Tenders 1 Reg Whipped Potato 1 Pkt Apple Juice ,[Catering] 2pcs Tenders Meal,Non-COB Protein,Hot & Crispy Tender,Permanent,Catering,Individual Meal,Unknown,NULL,47:12.1,18,1
6192,920577,Waffle & Ohayo Porridge Buddy Meal - 1 Waffle & Chicken Platter  - 1 Ohayo Porridge - 1 Hash Brown - 2 White Coffee (open for drink change / trade-up),1 Ohayo Porridge + 1 Waffle & Chicken Platter Buddy Meal,Porridge,Ohayo Porridge/Waffles,LTO,LTO: New Product Launch,Buddy Meal,Unknown,NULL,31:08.4,15,1
6193,920551,Pancakes & Ohayo Porridge Buddy Meal - 1 Ohayo Porridge - 1 Pancakes Platter - 1 Hash Brown - 2 White Coffee (open for drink change / trade-up),1 Ohayo Porridge + 1 Pancakes Platter Buddy Meal,Porridge,Ohayo Porridge/Pancakes Platter,LTO,LTO: New Product Launch,Buddy Meal,Unknown,NULL,31:08.4,15,1
6194,920510,3pcs Hot & Crispy Tenders Delivery Bounce Back offer ,3pcs Tenders (Delivery Bounce Back offer),Non-COB Protein,Hot & Crispy Tender,Permanent,LTO: Disruptive Value,Add-on,Unknown,NULL,47:12.1,18,1
6195,920548,O.R Twister & Ohayo Porridge Buddy Meal - 1 Ohayo Porridge - 1 Original Recipe Twister - 2 Hash Brown - 2 White Coffee (open for drink change / trade-up),1 Ohayo Porridge + 1 O.R Twister Buddy Meal,Porridge,Ohayo Porridge/Twister,LTO,LTO: New Product Launch,Buddy Meal,Unknown,NULL,31:08.4,15,1
6196,920539,Pancakes & Ohayo Porridge Buddy Meal - 1 Ohayo Porridge - 1 Pancakes Platter - 1 Hash Brown - 2 White Coffee (open for drink change / trade-up),1 Ohayo Porridge + 1 Pancakes Platter Buddy Meal,Porridge,Ohayo Porridge/Pancakes Platter,LTO,LTO: New Product Launch,Buddy Meal,Unknown,NULL,31:08.4,15,1
6197,920538,Riser w Egg & Ohayo Porridge Buddy Meal - 1 Ohayo Porridge - 1 Riser w Egg - 2 Hash Brown - 2 White Coffee (open for drink change / trade-up),1 Ohayo Porridge + 1 Riser (w Egg) Buddy Meal,Porridge,Ohayo Porridge/RiserEgg,LTO,LTO: New Product Launch,Buddy Meal,Unknown,NULL,31:08.4,15,1
6198,920528,Pancakes & Ohayo Porridge Buddy Meal - 1 Pancakes Platter - 1 Ohayo Porridge - 1 Hash Browns - 2 White Coffee (open for drink change / trade-up),1 Ohayo Porridge + 1 Pancakes Platter Buddy Meal,Porridge,Ohayo Porridge/Pancakes Platter,LTO,LTO: New Product Launch,Buddy Meal,Unknown,NULL,31:08.4,15,1
6199,920549,American & Ohayo Porridge Twister Buddy Meal - 1 Ohayo Porridge - 1 American Twister - 2 Hash Brown - 2 White Coffee (open for drink change / trade-up),1 Ohayo Porridge + 1 A.M Twister Buddy Meal,Porridge,Original Porridge/Twister,LTO,LTO: New Product Launch,Buddy Meal,Unknown,NULL,31:08.4,15,1
6200,920527,Riser w Egg & Ohayo Porridge Buddy Meal - 1 Riser w Egg - 1 Ohayo Porridge - 2 Hash Browns - 2 White Coffee (open for drink change / trade-up),1 Ohayo Porridge + 1 Riser (w Egg) Buddy Meal,Porridge,Ohayo Porridge/RiserEgg,LTO,LTO: New Product Launch,Buddy Meal,Unknown,NULL,31:08.4,15,1
6201,920518,Original Recipe Porridge > Ohayo Porridge,Original Recipe Porridge > Ohayo Porridge,Porridge,Ohayo Porridge,LTO,LTO: New Product Launch,Change,Unknown,NULL,31:08.4,15,1
6202,920536,O.R Twister & Ohayo Porridge Buddy Meal - 1 Ohayo Porridge - 1 Original Recipe Twister - 2 Hash Brown - 2 White Coffee (open for drink change / trade-up),1 Ohayo Porridge + 1 O.R Twister Buddy Meal,Porridge,Ohayo Porridge/Twister,LTO,LTO: New Product Launch,Buddy Meal,Unknown,NULL,31:08.4,15,1
6203,920576,Waffle & Ohayo Porridge Buddy Meal - 1 Waffle & Saute Mushrooms Platter  - 1 Ohayo Porridge - 1 Hash Brown - 2 White Coffee (open for drink change / trade-up),1 Ohayo Porridge + 1 Waffle & Saute Mushrooms Platter Buddy Meal,Porridge,Ohayo Porridge/Waffles,LTO,LTO: New Product Launch,Buddy Meal,Unknown,NULL,31:08.4,15,1
6204,920525,Ohayo Porridge Meal - 1 Ohayo Porridge - 1 Hashbrown - 1 White Coffee,1 Ohayo Porridge Meal,Porridge,Ohayo Porridge,LTO,LTO: New Product Launch,Individual Meal,Unknown,NULL,31:08.4,15,1
6205,920526,O.R. Porridge Meal (w HB) - 1 Original Recipe Porridge - 1 Hashbrown - 1 White Coffee,1 Porridge Meal (w Hash Brown),Porridge,Original Porridge,Permanent,LTO: New Product Launch,Individual Meal,Unknown,NULL,31:08.4,15,1
6206,920541,Ohayo Porridge,Ohayo Porridge,Porridge,Ohayo Porridge,LTO,LTO: New Product Launch,Ala Carte,Unknown,NULL,53:55.1,15,1
6207,920553,Ohayo Porridge,Ohayo Porridge,Porridge,Ohayo Porridge,LTO,LTO: New Product Launch,Ala Carte,Unknown,NULL,53:55.1,15,1
6208,920552,OR Platter & Ohayo Porridge Buddy Meal - 1 Ohayo Porridge - 1 O.R. Platter - 1 Hash Brown - 2 White Coffee (open for drink change / trade-up),1 Ohayo Porridge + 1 O.R Platter Buddy Meal,Porridge,Ohayo Porridge/O.R Platter,LTO,LTO: New Product Launch,Buddy Meal,Unknown,NULL,31:08.4,15,1
6209,920540,OR Platter & Ohayo Porridge Buddy Meal - 1 Ohayo Porridge - 1 O.R. Platter - 1 Hash Brown - 2 White Coffee (open for drink change / trade-up),1 Ohayo Porridge + 1 O.R Platter Buddy Meal,Porridge,Ohayo Porridge/O.R Platter,LTO,LTO: New Product Launch,Buddy Meal,Unknown,NULL,31:08.4,15,1
6210,920360,BBQ Pockett Deluxe Meal  - 1 BBQ Pockett - 2pcs Hot & Crispy Tenders - 1 reg Whipped Potato - 1 reg Pepsi Black,1 BBQ Pockett + 2pcs Tenders Deluxe Meal,Portables,BBQ Pockett Bandito,Permanent,LTO: Disruptive Value,Individual Meal,Unknown,NULL,31:08.4,13,1
6211,920550,Riser w Egg & Ohayo Porridge Buddy Meal - 1 Ohayo Porridge - 1 Riser w Egg - 2 Hash Brown - 2 White Coffee (open for drink change / trade-up),1 Ohayo Porridge + 1 Riser (w Egg) Buddy Meal,Porridge,Ohayo Porridge/RiserEgg,LTO,LTO: New Product Launch,Buddy Meal,Unknown,NULL,31:08.4,15,1
6212,920529,Ohayo Porridge,1 Ohayo Porridge,Porridge,Ohayo Porridge,LTO,LTO: New Product Launch,Ala Carte,Unknown,NULL,31:08.4,15,1
6213,920517,Ohayo Porridge,1 Ohayo Porridge,Porridge,Ohayo Porridge,LTO,LTO: New Product Launch,Ala Carte,Unknown,NULL,31:08.4,15,1
6214,920537,American Twister & Ohayo Porridge Buddy Meal - 1 Ohayo Porridge - 1 American Twister - 2 Hash Brown - 2 White Coffee (open for drink change / trade-up),1 Ohayo Porridge + 1 A.M Twister Buddy Meal,Porridge,Original Porridge/Twister,LTO,LTO: New Product Launch,Buddy Meal,Unknown,NULL,31:08.4,15,1
6215,920364,10pcs Hot Devil Drumlets - 10pcs Hot Devil Drumlets,10pcs Hot Devil Drumlets (Coupon),Chicken-on-bone,Spicy Lime Hot Devil Drumlets,LTO,LTO: Disruptive Value,Ala Carte,Unknown,NULL,52:44.5,21,1
6216,920397,2 for $2 Hot Devil Drumlets - 2 Hot Devil Drumlets,2pcs Hot Devil Drumlets for $2,Chicken-on-bone,Spicy Lime Hot Devil Drumlets,LTO,LTO: Disruptive Value,Add-on,Unknown,NULL,52:44.5,21,1
6217,920395,4 pcs Buddy Meal - 4 pcs O.R. / H.C. Chicken - 2 Cheese Fries,4pcs (COB) + 2 Cheese Fries (Coupon),Chicken-on-bone,Classic COB,Permanent,LTO: Disruptive Value,Buddy Meal,Unknown,NULL,31:08.4,6,1
6218,920405,American Twister O.R. Twister > American Twister,O.R. Twister > American Twister,Burgers & Twisters,American Twister,Permanent,LTO: Disruptive Value,Change,Unknown,NULL,31:08.4,19,1
6219,920409,$6.95 Meal for 2 - 1 Zinger & 1 Shrooms Fillet - 1 Cheese Fries,1 Zinger + 1 Shrooms Fillet ($6.95 Meal for 2),Portables,Colonel/Shrooms/Zinger Burger,Permanent,LTO: Disruptive Value,Ala Carte,Unknown,NULL,31:08.4,13,1
6220,920363,Pockett & 10pcs Sharing Feast - 10pcs Chicken (Original Recipe / Hot & Crispy) - 2 BBQ Pockett - 3 med Fries,10pcs (COB) + 2 BBQ Pockett Sharing Feast,Chicken-on-bone,Classic COB,Permanent,LTO: Disruptive Value,Group Meal,Unknown,NULL,31:08.4,6,1
6221,920401,Porridge & Pancakes Buddy Meal - 1 O.R. Porridge - 2 Pancakes - 2 Hashbrown - 1 reg Iced Milo (open for drinks trade-up),1 Porridge + Pancakes Buddy Meal,Porridge,Original Porridge/Pancakes,Permanent,LTO: Disruptive Value,Buddy Meal,Unknown,NULL,31:08.4,15,1
6222,920394,10 pcs Hot Devil Drumlets - 10 pcs Hot Devil Drumlets,10pcs Hot Devil Drumlets (Coupon),Chicken-on-bone,Spicy Lime Hot Devil Drumlets,LTO,LTO: Disruptive Value,Ala Carte,Unknown,NULL,52:44.5,21,1
6223,920406,$6.95 Meal for 2 - 2 Zinger  - 1 Cheese Fries,2 Zinger + 1 Cheese Fries ($6.95 Meal for 2),Portables,Zinger Burger,Permanent,LTO: Disruptive Value,Ala Carte,Unknown,NULL,31:08.4,13,1
6224,920402,Sjora Strawberry Kiwi reg Sjora Mango Peach > reg Sjora Strawberry Kiwi,reg Sjora Mango Peach > reg Sjora Strawberry Kiwi,Beverage,Sjora Strawberry Kiwi,Permanent,LTO: Disruptive Value,Trade-up,Unknown,NULL,47:12.1,1,1
6225,920396,1-for-1 reg Sjora - 2 reg Sjora Mango Peach,1-for-1 Sjora (Reg),Beverage,Sjora Mango Peach,Permanent,LTO: Disruptive Value,Ala Carte,Unknown,NULL,47:12.1,1,1
6226,920400,O.R. Value Platter - 1 O.R. Platter - 1 reg Iced Milo (open for drinks trade-up),1 O.R Platter (w Iced Milo) Meal (Coupon),Platters & Pancakes,Original Recipe Platter,Permanent,LTO: Disruptive Value,Individual Meal,Unknown,NULL,31:08.4,15,1
6227,920392,Zinger Stacker & Cheese Fries - 1 Zinger Stacker - 1 Cheese Fries,1 Zinger Stacker + Cheese Fries,Portables,Zinger Stacker,Permanent,LTO: Disruptive Value,Ala Carte,Unknown,NULL,31:08.4,13,1
6228,920362,6pcs Sharing Feast - 6 pcs Chicken (Original Recipe / Hot & Crispy) - 8 pcs Hot & Crispy Tenders (w/ 3 dipping sauces) - 2 med Fries,6pcs (COB) + 8pcs Tenders Sharing Feast,Chicken-on-bone,Classic COB,Permanent,LTO: Disruptive Value,Group Meal,Unknown,NULL,31:08.4,6,1
6229,920407,$6.95 Meal for 2 - 2 Shrooms Fillet - 1 Cheese Fries,2 Shrooms Fillet + 1 Cheese Fries ($6.95 Meal for 2),Portables,Shrooms Burger,Permanent,LTO: Disruptive Value,Ala Carte,Unknown,NULL,31:08.4,15,1
6230,920410,$6.95 Meal for 2 - 1 Zinger & 1 Colonel Burger - 1 Cheese Fries,1 Zinger + 1 Colonel Burger ($6.95 Meal for 2),Portables,Colonel/Shrooms/Zinger Burger,Permanent,LTO: Disruptive Value,Ala Carte,Unknown,NULL,31:08.4,13,1
6231,920359,3 Tenders for $1.95 - 3 Hot & Crispy Tenders (w/ 1 dipping sauce),3pcs Tender (Coupon),Non-COB Protein,Hot & Crispy Tender,Permanent,LTO: Disruptive Value,Ala Carte,Unknown,NULL,47:12.1,18,1
6232,920391,Chicken & Tenders Meal - 2 pcs O.R. / H.C. Chicken - 2 pcs Hot & Crispy Tenders - 1 reg Pepsi Black,2pcs (COB) + 2pcs Tenders Meal,Chicken-on-bone,Classic COB,Permanent,LTO: Disruptive Value,Individual Meal,Unknown,NULL,31:08.4,6,1
6233,920399,1-for-1 Twister - 2 O.R. Twister,1-for-1 Twister (Coupon),Burgers & Twisters,American/Original Recipe Twister,Permanent,LTO: Disruptive Value,Ala Carte,Unknown,NULL,31:08.4,15,1
6234,920361,"Chicken, Tenders & Fries Combo - 4 pcs Chicken (Original Recipe / Hot & Crispy) - 2 pcs Hot & Crispy Tenders - 2 med Fries",4pcs (COB) + 2pcs Tenders Combo,Chicken-on-bone,Classic COB,Permanent,LTO: Disruptive Value,Ala Carte,Unknown,NULL,31:08.4,6,1
6235,920403,Shrooms Fillet Zinger > Shrooms Fillet,Zinger > Shrooms Fillet,Portables,Shrooms Burger,Permanent,LTO: Disruptive Value,Change,Unknown,NULL,31:08.4,15,1
6236,920393,BBQ Pockett Duo Meal - 2 BBQ Pockett - 1 reg Whipped Potato (open for sides trade-up) - 1 reg Fries (open for sides trade-up),2 BBQ Pockett Duo Meal,Portables,BBQ Pockett Bandito,Permanent,LTO: Disruptive Value,Buddy Meal,Unknown,NULL,31:08.4,13,1
6237,920408,$6.95 Meal for 2 - 2 Colonel Burger - 1 Cheese Fries,2 Colonel Burger + 1 Cheese Fries ($6.95 Meal for 2),Portables,Colonel Burger,Permanent,LTO: Disruptive Value,Ala Carte,Unknown,NULL,31:08.4,15,1
6238,920417,$6.95 Meal for 2 - 1 Shrooms Fillet & 1 Colonel Burger - 1 Cheese Fries,1 Colonel Burger  + 1 Shrooms Fillet + 1 Cheese Fries ($6.95 Meal for 2),Portables,Colonel/Shrooms/Zinger Burger,Permanent,LTO: Disruptive Value,Ala Carte,Unknown,NULL,31:08.4,15,1
6239,920585,Zinger & Chicken Duo Meal - 2 pcs Chicken (Original Recipe / Hot & Crispy) - 1 Zinger - 2 med Fries (open for trade-up/change) - 2 reg Sjora Mango Peach (open for trade-up/change),1 Zinger + 2pcs (COB) Duo Meal,Chicken-on-bone,Classic COB,Permanent,LTO: Disruptive Value,Buddy Meal,Unknown,NULL,31:08.4,6,1
6240,920586,Zinger & Chicken Duo Meal - 2 pcs Chicken (Original Recipe / Hot & Crispy) - 1 Zinger - 2 med Fries (open for trade-up/change) - 2 reg Sjora Strawberry Kiwi (open for trade-up/change),1 Zinger + 2pcs (COB) Duo Meal,Chicken-on-bone,Classic COB,Permanent,LTO: Disruptive Value,Buddy Meal,Unknown,NULL,31:08.4,6,1
6241,920260,Sjora Mango Peach (Med) > Sjora Stawberry Kiwi (Med),Sjora (Med),Beverage,Sjora Strawberry Kiwi,Permanent,Permanent: Standard,Trade-up,Unknown,NULL,47:12.1,1,1
6242,920651,3 Pancakes 2 Hashbrown 1 Pepsi (Can),[Catering] 3 Pancakes Meal,Platters & Pancakes,Pancakes,Permanent,Catering,Ala Carte,Unknown,NULL,47:12.1,1,1
6243,920617,1 med Sjora Strawberry Kiwi,1 Sjora Kiwi (Med),Beverage,Sjora Strawberry Kiwi,Permanent,LTO: Disruptive Value,Add-on,Unknown,NULL,47:12.1,1,1
6244,920676,5pcs Special Feast (Zone H) - 5pcs Chicken (Original Recipe / Hot & Crispy) - 1 Cheese Fries - 2 med Whipped Potato - 2 reg Sjora Strawberry Kiwi,5pcs (COB) Special Feast,Chicken-on-bone,Classic COB,Permanent,LTO: Disruptive Value,Buddy Meal,Unknown,NULL,31:08.4,6,1
6245,920614,1 reg Sjora Mango Peach,1 Sjora (Reg),Beverage,Sjora Mango Peach,Permanent,LTO: Disruptive Value,Add-on,Unknown,NULL,47:12.1,1,1
6246,920677,5pcs Special Feast (Zone A) - 5pcs Chicken (Original Recipe / Hot & Crispy) - 1 Cheese Fries - 2 med Whipped Potato - 2 med Sjora Mango Peach,5pcs (COB) Special Feast,Chicken-on-bone,Classic COB,Permanent,LTO: Disruptive Value,Buddy Meal,Unknown,NULL,31:08.4,6,1
6247,920675,5pcs Special Feast - 5pcs Chicken (Original Recipe / Hot & Crispy) - 1 Cheese Fries - 2 med Whipped Potato - 2 reg Sjora Mango Peach,5pcs (COB) Special Feast,Chicken-on-bone,Classic COB,Permanent,LTO: Disruptive Value,Buddy Meal,Unknown,NULL,31:08.4,6,1
6248,920658,10 for $10 - 4 pcs Chicken (Original Recipe / Hot & Crispy) - 6 Hot & Crispy Tenders (w/ 2 dipping sauces),4pcs (COB) + 6pcs Tenders (10 for $10),Chicken-on-bone,Classic COB,Permanent,LTO: Disruptive Value,Ala Carte,Unknown,NULL,31:08.4,6,1
6249,920625,$3.95 Zinger Stacker,1 Zinger Stacker ($3.95),Portables,Zinger Stacker,Permanent,LTO: Disruptive Value,Ala Carte,Unknown,NULL,31:08.4,13,1
6250,920633,$3.95 Pancakes Platter,1 Pancakes Platter ($3.95),Platters & Pancakes,Pancakes Platter,Permanent,LTO: Disruptive Value,Ala Carte,Unknown,NULL,31:08.4,15,1
6251,920613,$8 Feast for 2 - 1 Zinger - 1 BBQ Pockett - 4 pcs Hot & Crispy Tenders (w 1 Dipping Sauce),1 Zinger + 1 BBQ Pockett ($8 Mega Feast for 2),Portables,Zinger/Pockett,Permanent,LTO: Disruptive Value,Buddy Meal,Unknown,NULL,31:08.4,13,1
6252,920616,1 med Sjora Mango Peach,1 Sjora (Med),Beverage,Sjora Mango Peach,Permanent,LTO: Disruptive Value,Add-on,Unknown,NULL,47:12.1,1,1
6253,920615,1 reg Sjora Strawberry Kiwi,1 Sjora Kiwi (Reg),Beverage,Sjora Strawberry Kiwi,Permanent,LTO: Disruptive Value,Add-on,Unknown,NULL,47:12.1,1,1
6254,920711,3 Pcs Spicy Lime HDD 1 Zinger Burger (Plain) 1 Reg Whipped Potato 1 Pepsi (Can),[Catering] 3pcs (Spicy Lime Hot Devil Drumlets) + 1 Zinger Meal,Chicken-on-bone,Spicy Lime Hot Devil Drumlets,LTO,Catering,Individual Meal,Unknown,NULL,52:44.5,21,1
6255,920641,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NULL,00:00.0,1,1
6256,920718,Lays Crusted BBQ Chicken 2pcs Meal - 2 pcs Chicken (Lays/ Original Recipe / Hot & Crispy) - 1 reg Whipped Potato (open for Sides trade-up/change) - 1 reg Coleslaw - 1 reg Pepsi Black,2pcs (Lays Crusted BBQ) Meal,Chicken-on-bone,Lays Crusted BBQ Chicken,LTO,LTO: LSM,Individual Meal,Unknown,NULL,52:44.5,21,1
6257,920689,Grilled Buddy Meal - 1 Grliled Chicken - 3 pcs Chicken (choice of O.R./H.C.) - 2 reg Whipped Potato (open for side change) - 2 reg Coleslaw (open for side change) - 2 reg Pepsi Black (open for drink change),1pc Grilled Chicken + 3pcs (COB) Buddy Meal,Chicken-on-bone,Signature Grilled Chicken,LTO,LTO: New Product Launch,Buddy Meal,Unknown,NULL,52:44.5,21,1
6258,920727,LAY > HC Change Lays Crusted BBQ Chicken to HC Chicken,Lays Crusted BBQ Chicken > H.C,Chicken-on-bone,Classic COB,Permanent,LTO: LSM,Change,Unknown,NULL,31:08.4,6,1
6259,920724,Lays Crusted BBQ Chicken Family Feast + 2DIP - 8 pcs Chicken (Lays / Original Recipe / Hot & Crispy) - 9 pcs Nuggets (w/ 2 tubs sauce) - 2 med Whipped Potato (open for Sides trade-up/change) - 2 med Coleslaw (open for Sides trade-up/change),8pcs (Lays Crusted BBQ) Family Feast,Chicken-on-bone,Lays Crusted BBQ Chicken,LTO,LTO: LSM,Group Meal,Unknown,NULL,52:44.5,21,1
6260,920687,Grilled Box - 1 Grliled Chicken - 2 pcs Hot & Crispy Tenders - 1 reg Whipped Potato (open for side change) - 1 reg Fries (open for side change) - 1 reg Pepsi Black (open for drink change),1pc Grilled Chicken + 2pcs Tenders Box,Chicken-on-bone,Signature Grilled Chicken,LTO,LTO: New Product Launch,Box Meal,Unknown,NULL,52:44.5,21,1
6261,920722,Lays Crusted BBQ Chicken 5pcs Meal  - 5 pcs Chicken (Lays / Original Recipe / Hot & Crispy) - 2 reg Whipped Potato (open for Sides trade-up/change) - 2 reg Coleslaw (open for Sides trade-up/change) - 2 reg Pepsi Black (open for Drinks trade-up/change),5pcs (Lays Crusted BBQ) Meal,Chicken-on-bone,Lays Crusted BBQ Chicken,LTO,LTO: LSM,Buddy Meal,Unknown,NULL,52:44.5,21,1
6262,920721,Lays Crusted BBQ Chicken Box (Zone A) - 2 pcs Chicken (Lays / Original Recipe / Hot & Crispy) - 2 pcs HC Tenders - 1 reg Whipped Potato (open for Sides trade-up/change) - 1 reg Fries (open for Sides trade-up/change) - 1 med Pepsi Black (open for Drinks trade-up/change),2pcs (Lays Crusted BBQ) Meal,Chicken-on-bone,Lays Crusted BBQ Chicken,LTO,LTO: LSM,Box Meal,Unknown,NULL,52:44.5,21,1
6263,920685,Grilled Meal - 1 Grliled Chicken - 1 reg Whipped Potato - 1 reg Coleslaw - 1 reg Pepsi Black,1pc Grilled Chicken Meal,Chicken-on-bone,Signature Grilled Chicken,LTO,LTO: New Product Launch,Individual Meal,Unknown,NULL,52:44.5,21,1
6264,920723,Lays Crusted BBQ Chicken 5pcs Meal (Zone A) - 5 pcs Chicken (Lays / Original Recipe / Hot & Crispy) - 2 reg Whipped Potato (open for Sides trade-up/change) - 2 reg Coleslaw (open for Sides trade-up/change) - 2 med Pepsi Black (open for Drinks trade-up/change),5pcs (Lays Crusted BBQ) Meal,Chicken-on-bone,Lays Crusted BBQ Chicken,LTO,LTO: LSM,Buddy Meal,Unknown,NULL,52:44.5,21,1
6265,920720,Lays Crusted BBQ Chicken Box - 2 pcs Chicken (Lays / Original Recipe / Hot & Crispy) - 2 pcs HC Tenders - 1 reg Whipped Potato (open for Sides trade-up/change) - 1 reg Fries (open for Sides trade-up/change) - 1 reg Pepsi Black (open for Drinks trade-up/change),2pcs (Lays Crusted BBQ) Meal,Chicken-on-bone,Lays Crusted BBQ Chicken,LTO,LTO: LSM,Box Meal,Unknown,NULL,52:44.5,21,1
6266,920692,Family Feast (Zone A) - 8 pcs Chicken (choice of O.R./H.C.) - 5 pcs Hot & Crispy Tenders (includes 2 tubs SCO Sauce) - 2 med Whipped Potato (open for side change) - 2 med Coleslaw (open for side change) - 4 med Pepsi Black (open for drink change),8pcs (COB) Family Feast,Chicken-on-bone,Classic COB,LTO,LTO: New Product Launch,Group Meal,Unknown,NULL,31:08.4,6,1
6267,920690,Grilled Buddy Meal (Zone A) - 1 Grliled Chicken - 3 pcs Chicken (choice of O.R./H.C.) - 2 reg Whipped Potato (open for side change) - 2 reg Coleslaw (open for side change) - 2 med Pepsi Black (open for drink change),1pc Grilled Chicken + 3pcs (COB) Buddy Meal,Chicken-on-bone,Signature Grilled Chicken,LTO,LTO: New Product Launch,Buddy Meal,Unknown,NULL,52:44.5,21,1
6268,920703,Grilled Chicken Variety Feast - 2 Grilled Chicken - 4 pcs Chicken ( Hot & Crispy / Original Recipe) - 5 pcs Hot & Crispy Tenders (w/ 2  Dipping Sauce) - 12 pcs Nuggets (w/ 2 Dipping Sauce) - 3 med Whipped Potato,2pcs Grilled Chicken + 4pcs (COB) Variety Feast,Chicken-on-bone,Signature Grilled Chicken,LTO,LTO: New Product Launch,Group Meal,Unknown,NULL,52:44.5,21,1
6269,920701,Grilled Chicken Meal - 1 Grilled Chicken - 3 pcs Nuggets - 1 reg Whipped Potato - 1 reg Pepsi Black,1pc Grilled Chicken Meal,Chicken-on-bone,Signature Grilled Chicken,LTO,LTO: New Product Launch,Individual Meal,Unknown,NULL,52:44.5,21,1
6270,920726,LAY > OR Change Lays Crusted BBQ Chicken to OR Chicken,Lays Crusted BBQ Chicken > O.R,Chicken-on-bone,Classic COB,Permanent,LTO: LSM,Change,Unknown,NULL,31:08.4,6,1
6271,920686,Grilled Meal (Zone A) - 1 Grliled Chicken - 1 reg Whipped Potato (open for side change) - 1 reg Coleslaw (open for side change) - 1 med Pepsi Black (open for drink change),1pc Grilled Chicken Meal,Chicken-on-bone,Signature Grilled Chicken,LTO,LTO: New Product Launch,Individual Meal,Unknown,NULL,52:44.5,21,1
6272,920725,Lays Crusted BBQ Chicken (1 pc),1pc Lays Crusted BBQ,Chicken-on-bone,Lays Crusted BBQ Chicken,LTO,LTO: LSM,Ala Carte,Unknown,NULL,52:44.5,21,1
6273,920704,Grilled Chicken ,1pc Grilled chicken,Chicken-on-bone,Signature Grilled Chicken,LTO,LTO: New Product Launch,Ala Carte,Unknown,NULL,52:44.5,21,1
6274,920688,Grilled Box (Zone A) - 1 Grliled Chicken - 2 pcs Hot & Crispy Tenders - 1 reg Whipped Potato (open for side change) - 1 reg Fries (open for side change) - 1 med Pepsi Black (open for drink change),1pc Grilled Chicken + 2pcs Tenders Box,Chicken-on-bone,Signature Grilled Chicken,LTO,LTO: New Product Launch,Box Meal,Unknown,NULL,52:44.5,21,1
6275,920691,Family Feast - 8 pcs Chicken (choice of O.R./H.C.) - 5 pcs Hot & Crispy Tenders (includes 2 tubs SCO Sauce) - 2 med Whipped Potato (open for side change) - 2 med Coleslaw (open for side change) - 4 reg Pepsi Black (open for drink change),8pcs (COB) Family Feast,Chicken-on-bone,Classic COB,LTO,LTO: New Product Launch,Group Meal,Unknown,NULL,31:08.4,6,1
6276,920719,Lays Crusted BBQ Chicken 2pcs Meal (Zone A) - 2 pcs Chicken (Lays/ Original Recipe / Hot & Crispy) - 1 reg Whipped Potato (open for Sides trade-up/change) - 1 reg Coleslaw (open for Sides trade-up/change) - 1 med Pepsi Black (open for Drinks trade-up/change),2pcs (Lays Crusted BBQ) Meal,Chicken-on-bone,Lays Crusted BBQ Chicken,LTO,LTO: LSM,Individual Meal,Unknown,NULL,52:44.5,21,1
6277,920702,Grilled Chicken Buddy Meal - 1 Grilled Chicken - 2 pcs Chicken (Hot & Crispy / Original Recipe) - 3 pcs Hot & Crispy Tenders (w/ 1  Dipping Sauce) - 2 med Whipped Potato - 2 reg Pepsi Black,1pc Grilled Chicken + 2pcs (COB) Buddy Meal,Chicken-on-bone,Signature Grilled Chicken,LTO,LTO: New Product Launch,Buddy Meal,Unknown,NULL,52:44.5,21,1
